Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
"09/19/2022 15:59",3923,3923.25,3922.75,3922.75,0,0.00%,251,N/A
"09/19/2022 15:58",3923.5,3923.5,3922.5,3922.75,-0.5,-0.01%,272,N/A
"09/19/2022 15:57",3924,3924,3923.25,3923.25,-0.75,-0.02%,180,N/A
"09/19/2022 15:56",3924,3924.5,3924,3924,-0.25,-0.01%,309,N/A
"09/19/2022 15:55",3924,3924.5,3924,3924.25,0,0.00%,379,N/A
"09/19/2022 15:54",3924.25,3924.5,3924,3924.25,-0.25,-0.01%,147,N/A
"09/19/2022 15:53",3924,3924.5,3923.75,3924.5,0.75,+0.02%,172,N/A
"09/19/2022 15:52",3923.5,3924,3923.5,3923.75,0,0.00%,64,N/A
"09/19/2022 15:51",3923.5,3924,3923.5,3923.75,0.25,+0.01%,159,N/A
"09/19/2022 15:50",3923.5,3924,3923.5,3923.5,-0.25,-0.01%,227,N/A
"09/19/2022 15:49",3923.5,3924,3923.25,3923.75,0.5,+0.01%,185,N/A
"09/19/2022 15:48",3923.5,3923.75,3923.25,3923.25,0,0.00%,61,N/A
"09/19/2022 15:47",3923.25,3923.5,3923,3923.25,0,0.00%,151,N/A
"09/19/2022 15:46",3923.75,3924,3923,3923.25,-0.5,-0.01%,185,N/A
"09/19/2022 15:45",3924,3924,3923.5,3923.75,-0.25,-0.01%,178,N/A
"09/19/2022 15:44",3924,3924.25,3923.5,3924,-0.25,-0.01%,581,N/A
"09/19/2022 15:43",3922.5,3924.5,3922.5,3924.25,1.75,+0.04%,341,N/A
"09/19/2022 15:42",3923,3923,3922.5,3922.5,-0.25,-0.01%,419,N/A
"09/19/2022 15:41",3922.75,3923.25,3922.75,3922.75,-0.25,-0.01%,228,N/A
"09/19/2022 15:40",3923.25,3923.5,3922.75,3923,-0.25,-0.01%,284,N/A
"09/19/2022 15:39",3922,3923.25,3922,3923.25,1,+0.03%,240,N/A
"09/19/2022 15:38",3922.25,3922.5,3922,3922.25,0,0.00%,622,N/A
"09/19/2022 15:37",3921.75,3922.25,3921.75,3922.25,0.25,+0.01%,307,N/A
"09/19/2022 15:36",3921.25,3922,3921.25,3922,0.75,+0.02%,258,N/A
"09/19/2022 15:35",3921,3921.75,3921,3921.25,0.25,+0.01%,166,N/A
"09/19/2022 15:34",3921,3921.25,3920.75,3921,0,0.00%,189,N/A
"09/19/2022 15:33",3920.25,3921,3920.25,3921,0.5,+0.01%,241,N/A
"09/19/2022 15:32",3920.25,3920.75,3920,3920.5,0.5,+0.01%,279,N/A
"09/19/2022 15:31",3919.5,3920.25,3919.25,3920,0.75,+0.02%,487,N/A
"09/19/2022 15:30",3919.5,3919.5,3918.75,3919.25,-0.25,-0.01%,216,N/A
"09/19/2022 15:29",3919,3919.5,3919,3919.5,0.5,+0.01%,173,N/A
"09/19/2022 15:28",3918.5,3919.25,3918.5,3919,0.5,+0.01%,288,N/A
"09/19/2022 15:27",3918,3919,3918,3918.5,0.5,+0.01%,364,N/A
"09/19/2022 15:26",3917.25,3918,3917.25,3918,0.5,+0.01%,140,N/A
"09/19/2022 15:25",3917,3917.75,3916.75,3917.5,0.5,+0.01%,262,N/A
"09/19/2022 15:24",3916.75,3917.25,3916.5,3917,0.5,+0.01%,263,N/A
"09/19/2022 15:23",3916.75,3917,3916.5,3916.5,-0.25,-0.01%,276,N/A
"09/19/2022 15:22",3916.75,3917.25,3916.75,3916.75,0.25,+0.01%,232,N/A
"09/19/2022 15:21",3917,3917,3916.5,3916.5,-0.25,-0.01%,419,N/A
"09/19/2022 15:20",3917.75,3918,3916.75,3916.75,-1,-0.03%,471,N/A
"09/19/2022 15:19",3918,3918,3917.25,3917.75,-0.25,-0.01%,214,N/A
"09/19/2022 15:18",3917.75,3918,3917.5,3918,0.25,+0.01%,219,N/A
"09/19/2022 15:17",3918.5,3918.75,3917.75,3917.75,-1,-0.03%,790,N/A
"09/19/2022 15:16",3918,3919,3918,3918.75,0.75,+0.02%,520,N/A
"09/19/2022 15:15",3919.25,3919.75,3918,3918,-1.25,-0.03%,839,N/A
"09/19/2022 15:14",3919,3920.25,3918.25,3919.25,0,0.00%,2012,N/A
"09/19/2022 15:13",3918.25,3919.25,3918.25,3919.25,0.75,+0.02%,1025,N/A
"09/19/2022 15:12",3918.25,3919.25,3918.25,3918.5,0,0.00%,876,N/A
"09/19/2022 15:11",3918.75,3919.25,3918,3918.5,-0.25,-0.01%,1624,N/A
"09/19/2022 15:10",3918.75,3919.25,3918,3918.75,0,0.00%,1349,N/A
"09/19/2022 15:09",3920,3920,3918.25,3918.75,-1.25,-0.03%,1231,N/A
"09/19/2022 15:08",3919.25,3920.25,3918.75,3920,1,+0.03%,1313,N/A
"09/19/2022 15:07",3920.25,3920.75,3919,3919,-1.5,-0.04%,1389,N/A
"09/19/2022 15:06",3921,3921.25,3919.75,3920.5,-0.5,-0.01%,1862,N/A
"09/19/2022 15:05",3921.75,3923,3921,3921,-0.75,-0.02%,2476,N/A
"09/19/2022 15:04",3922.75,3923.75,3921.5,3921.75,-1,-0.03%,1970,N/A
"09/19/2022 15:03",3923.5,3924,3922.5,3922.75,-0.75,-0.02%,2559,N/A
"09/19/2022 15:02",3926,3926.25,3922.5,3923.5,-2.5,-0.06%,5203,N/A
"09/19/2022 15:01",3921.5,3927,3920.75,3926,4.75,+0.12%,10757,N/A
"09/19/2022 15:00",3918.5,3921.75,3917,3921.25,2.5,+0.06%,15630,N/A
"09/19/2022 14:59",3917.75,3918.75,3914.25,3918.75,1,+0.03%,42812,N/A
"09/19/2022 14:58",3916.5,3917.75,3914.75,3917.75,1.25,+0.03%,9958,N/A
"09/19/2022 14:57",3913.5,3916.75,3913.25,3916.5,2.75,+0.07%,8448,N/A
"09/19/2022 14:56",3912.5,3914.25,3912.25,3913.75,1,+0.03%,6212,N/A
"09/19/2022 14:55",3915.75,3917,3912.25,3912.75,-3,-0.08%,9058,N/A
"09/19/2022 14:54",3913.75,3916,3913,3915.75,2,+0.05%,6138,N/A
"09/19/2022 14:53",3912.25,3914.25,3912,3913.75,1.5,+0.04%,5507,N/A
"09/19/2022 14:52",3910.25,3913.25,3909.25,3912.25,2,+0.05%,6392,N/A
"09/19/2022 14:51",3908.5,3911.25,3907.5,3910.25,1.5,+0.04%,6140,N/A
"09/19/2022 14:50",3913.5,3914.75,3907.25,3908.75,-4.5,-0.11%,10587,N/A
"09/19/2022 14:49",3913.25,3914,3912.5,3913.25,0,0.00%,4243,N/A
"09/19/2022 14:48",3912.75,3914.25,3911.25,3913.25,0.5,+0.01%,4845,N/A
"09/19/2022 14:47",3914.25,3915.25,3912.25,3912.75,-1.25,-0.03%,5386,N/A
"09/19/2022 14:46",3917.5,3917.5,3914,3914,-3.5,-0.09%,4626,N/A
"09/19/2022 14:45",3915.75,3918,3914.75,3917.5,1.75,+0.04%,4717,N/A
"09/19/2022 14:44",3915.5,3916.75,3914.5,3915.75,0.25,+0.01%,2681,N/A
"09/19/2022 14:43",3915,3916.25,3914,3915.5,0.5,+0.01%,4029,N/A
"09/19/2022 14:42",3916.5,3917,3914.75,3915,-1.5,-0.04%,3374,N/A
"09/19/2022 14:41",3916.75,3918,3916,3916.5,-0.25,-0.01%,3549,N/A
"09/19/2022 14:40",3915.25,3917.25,3915,3916.75,1.5,+0.04%,3494,N/A
"09/19/2022 14:39",3917.25,3918,3915,3915.25,-1.75,-0.04%,3132,N/A
"09/19/2022 14:38",3916,3918,3915.5,3917,1.25,+0.03%,4084,N/A
"09/19/2022 14:37",3914,3916.25,3913,3915.75,1.5,+0.04%,4021,N/A
"09/19/2022 14:36",3915.25,3916.25,3913.5,3914.25,-0.75,-0.02%,3768,N/A
"09/19/2022 14:35",3913.75,3915.5,3912.5,3915,1,+0.03%,5734,N/A
"09/19/2022 14:34",3915,3917.25,3914,3914,-1,-0.03%,4709,N/A
"09/19/2022 14:33",3916,3916.75,3913.75,3915,-0.75,-0.02%,4642,N/A
"09/19/2022 14:32",3915,3916.5,3913.75,3915.75,1,+0.03%,4443,N/A
"09/19/2022 14:31",3914.25,3916,3913.5,3914.75,0.5,+0.01%,4778,N/A
"09/19/2022 14:30",3912.25,3916.5,3912.25,3914.25,2,+0.05%,7491,N/A
"09/19/2022 14:29",3915,3916,3911,3912.25,-2.75,-0.07%,5786,N/A
"09/19/2022 14:28",3912,3915.75,3911.5,3915,3,+0.08%,6957,N/A
"09/19/2022 14:27",3910.5,3913.25,3909.5,3912,1.25,+0.03%,3630,N/A
"09/19/2022 14:26",3911.5,3912.5,3910.25,3910.75,-0.5,-0.01%,3196,N/A
"09/19/2022 14:25",3910,3911.75,3910,3911.25,1,+0.03%,3580,N/A
"09/19/2022 14:24",3908,3910.75,3907.25,3910.25,2.25,+0.06%,4231,N/A
"09/19/2022 14:23",3909.25,3910.5,3908,3908,-1.25,-0.03%,2706,N/A
"09/19/2022 14:22",3908.5,3909.5,3907.25,3909.25,0.75,+0.02%,2507,N/A
"09/19/2022 14:21",3907.5,3909.75,3907.25,3908.5,1.25,+0.03%,3442,N/A
"09/19/2022 14:20",3907.25,3908,3904.75,3907.25,0,0.00%,4351,N/A
"09/19/2022 14:19",3908,3908.5,3906,3907.25,-0.75,-0.02%,3362,N/A
"09/19/2022 14:18",3908.5,3909.5,3907,3908,-0.5,-0.01%,4005,N/A
"09/19/2022 14:17",3910.5,3911.75,3907.5,3908.5,-2,-0.05%,6658,N/A
"09/19/2022 14:16",3910.5,3911,3908.75,3910.5,0,0.00%,3478,N/A
"09/19/2022 14:15",3910,3911,3908.25,3910.5,0.75,+0.02%,5168,N/A
"09/19/2022 14:14",3909,3910.75,3907.5,3909.75,0.5,+0.01%,5110,N/A
"09/19/2022 14:13",3911.25,3912.5,3909,3909.25,-1.75,-0.04%,7213,N/A
"09/19/2022 14:12",3910.25,3912,3909.5,3911,0.75,+0.02%,7773,N/A
"09/19/2022 14:11",3912.25,3912.5,3906.5,3910.25,-2,-0.05%,12869,N/A
"09/19/2022 14:10",3901.75,3914,3900.25,3912.25,10.5,+0.27%,10163,N/A
"09/19/2022 14:09",3901.75,3903.25,3901,3901.75,0,0.00%,3433,N/A
"09/19/2022 14:08",3900.75,3902.5,3900.25,3901.75,1.25,+0.03%,3731,N/A
"09/19/2022 14:07",3900.75,3902.5,3900.25,3900.5,0,0.00%,3041,N/A
"09/19/2022 14:06",3902.5,3902.5,3899.75,3900.5,-2,-0.05%,5570,N/A
"09/19/2022 14:05",3901.5,3903,3900.5,3902.5,1,+0.03%,6276,N/A
"09/19/2022 14:04",3900.25,3902.75,3900,3901.5,1.25,+0.03%,5774,N/A
"09/19/2022 14:03",3897,3901,3896.75,3900.25,3.25,+0.08%,7981,N/A
"09/19/2022 14:02",3896.5,3898,3895.5,3897,0.5,+0.01%,3929,N/A
"09/19/2022 14:01",3895,3898,3893.5,3896.5,1.5,+0.04%,5887,N/A
"09/19/2022 14:00",3891,3895.25,3890.75,3895,4.25,+0.11%,6429,N/A
"09/19/2022 13:59",3889.75,3891.25,3889,3890.75,0.75,+0.02%,3826,N/A
"09/19/2022 13:58",3890.25,3891,3889,3890,-0.25,-0.01%,2572,N/A
"09/19/2022 13:57",3890.5,3891.5,3889.25,3890.25,-0.25,-0.01%,2887,N/A
"09/19/2022 13:56",3889.5,3891.25,3888.75,3890.5,1.25,+0.03%,3107,N/A
"09/19/2022 13:55",3888,3889.75,3887.5,3889.25,1,+0.03%,2823,N/A
"09/19/2022 13:54",3888.25,3889,3886.25,3888.25,0,0.00%,2187,N/A
"09/19/2022 13:53",3888.75,3889.25,3886.75,3888.25,-0.75,-0.02%,2707,N/A
"09/19/2022 13:52",3888.75,3890.25,3888,3889,0.25,+0.01%,5561,N/A
"09/19/2022 13:51",3887,3889,3886.5,3888.75,2,+0.05%,3070,N/A
"09/19/2022 13:50",3884,3887.25,3883.5,3886.75,2.5,+0.06%,4436,N/A
"09/19/2022 13:49",3883.25,3884.25,3882.75,3884.25,1,+0.03%,3597,N/A
"09/19/2022 13:48",3884,3885,3882.75,3883.25,-0.75,-0.02%,3866,N/A
"09/19/2022 13:47",3885.75,3886.25,3884,3884,-1.5,-0.04%,3188,N/A
"09/19/2022 13:46",3884.5,3886.5,3883.75,3885.5,1,+0.03%,3218,N/A
"09/19/2022 13:45",3885.75,3886.25,3884.25,3884.5,-1,-0.03%,3118,N/A
"09/19/2022 13:44",3887.25,3887.5,3885.25,3885.5,-1.5,-0.04%,3600,N/A
"09/19/2022 13:43",3886.75,3887.75,3886,3887,0,0.00%,3182,N/A
"09/19/2022 13:42",3887.5,3889,3886.25,3887,-0.5,-0.01%,4515,N/A
"09/19/2022 13:41",3889.25,3889.5,3886.75,3887.5,-2,-0.05%,3642,N/A
"09/19/2022 13:40",3890.5,3890.5,3887,3889.5,-0.75,-0.02%,5581,N/A
"09/19/2022 13:39",3891.25,3891.5,3889.25,3890.25,-1,-0.03%,4086,N/A
"09/19/2022 13:38",3886.75,3891.25,3886,3891.25,4.5,+0.12%,7844,N/A
"09/19/2022 13:37",3886.5,3887.5,3886,3886.75,0.25,+0.01%,3307,N/A
"09/19/2022 13:36",3885.5,3886.75,3884.75,3886.5,1,+0.03%,2954,N/A
"09/19/2022 13:35",3887.25,3887.25,3884.75,3885.5,-1.75,-0.05%,3897,N/A
"09/19/2022 13:34",3886.75,3887.75,3885.5,3887.25,0.5,+0.01%,2915,N/A
"09/19/2022 13:33",3886,3887.5,3885.75,3886.75,0.5,+0.01%,2815,N/A
"09/19/2022 13:32",3887,3887.75,3885.25,3886.25,-0.75,-0.02%,3098,N/A
"09/19/2022 13:31",3886,3887.75,3885.5,3887,1.25,+0.03%,4353,N/A
"09/19/2022 13:30",3884,3887,3884,3885.75,1.75,+0.05%,4713,N/A
"09/19/2022 13:29",3885,3885.25,3883.25,3884,-1,-0.03%,2457,N/A
"09/19/2022 13:28",3883.5,3885,3883.5,3885,1.5,+0.04%,2720,N/A
"09/19/2022 13:27",3880.5,3883.5,3880.25,3883.5,3,+0.08%,3855,N/A
"09/19/2022 13:26",3882,3883,3880,3880.5,-1.5,-0.04%,2654,N/A
"09/19/2022 13:25",3879.75,3883,3879.25,3882,2,+0.05%,4875,N/A
"09/19/2022 13:24",3879.25,3881,3879,3880,0.75,+0.02%,4496,N/A
"09/19/2022 13:23",3883.25,3883.25,3878.75,3879.25,-4.25,-0.11%,5190,N/A
"09/19/2022 13:22",3886.75,3887,3883,3883.5,-3.25,-0.08%,3026,N/A
"09/19/2022 13:21",3884.5,3886.75,3884.5,3886.75,2.5,+0.06%,2235,N/A
"09/19/2022 13:20",3884.75,3886.75,3884.25,3884.25,-0.5,-0.01%,3168,N/A
"09/19/2022 13:19",3887.5,3887.5,3883.75,3884.75,-2.75,-0.07%,3885,N/A
"09/19/2022 13:18",3887.5,3888.75,3886.5,3887.5,-0.25,-0.01%,3936,N/A
"09/19/2022 13:17",3886,3888.5,3885.5,3887.75,1.5,+0.04%,5057,N/A
"09/19/2022 13:16",3883.75,3886.25,3883.75,3886.25,2.25,+0.06%,3737,N/A
"09/19/2022 13:15",3882,3884,3882,3884,2,+0.05%,3055,N/A
"09/19/2022 13:14",3884,3884.25,3882,3882,-2,-0.05%,2640,N/A
"09/19/2022 13:13",3886,3886.25,3883.5,3884,-2,-0.05%,2490,N/A
"09/19/2022 13:12",3883.75,3886.75,3883.5,3886,2,+0.05%,2969,N/A
"09/19/2022 13:11",3884.5,3885.5,3883.5,3884,-0.75,-0.02%,3881,N/A
"09/19/2022 13:10",3886.25,3887,3884,3884.75,-1.75,-0.05%,3288,N/A
"09/19/2022 13:09",3886.5,3887.25,3885,3886.5,0,0.00%,2843,N/A
"09/19/2022 13:08",3883.75,3887,3883.5,3886.5,3,+0.08%,4250,N/A
"09/19/2022 13:07",3883,3884.75,3882.5,3883.5,0.5,+0.01%,2714,N/A
"09/19/2022 13:06",3883.5,3884.25,3881.75,3883,-0.5,-0.01%,3494,N/A
"09/19/2022 13:05",3883.75,3885,3882.75,3883.5,-0.5,-0.01%,3410,N/A
"09/19/2022 13:04",3884.75,3886.5,3883.5,3884,-1,-0.03%,3051,N/A
"09/19/2022 13:03",3886,3887,3884.5,3885,-1,-0.03%,4232,N/A
"09/19/2022 13:02",3887.25,3888.75,3885.5,3886,-1,-0.03%,4123,N/A
"09/19/2022 13:01",3884.25,3888,3884.25,3887,2.5,+0.06%,5678,N/A
"09/19/2022 13:00",3886.5,3888,3884.5,3884.5,-2,-0.05%,6255,N/A
"09/19/2022 12:59",3886.25,3887,3884.75,3886.5,0.5,+0.01%,3820,N/A
"09/19/2022 12:58",3886,3887,3884.75,3886,0,0.00%,3692,N/A
"09/19/2022 12:57",3889.75,3890,3885.25,3886,-4,-0.10%,4754,N/A
"09/19/2022 12:56",3889,3890,3888.75,3890,1.25,+0.03%,2437,N/A
"09/19/2022 12:55",3887.5,3889.25,3887.25,3888.75,1,+0.03%,2071,N/A
"09/19/2022 12:54",3887.5,3888,3886.5,3887.75,0.25,+0.01%,2558,N/A
"09/19/2022 12:53",3888,3888,3885.5,3887.5,-0.5,-0.01%,2733,N/A
"09/19/2022 12:52",3888,3888.5,3886.75,3888,0,0.00%,3770,N/A
"09/19/2022 12:51",3890,3890,3887,3888,-2.25,-0.06%,3187,N/A
"09/19/2022 12:50",3888.75,3890.25,3888,3890.25,1.5,+0.04%,2758,N/A
"09/19/2022 12:49",3890.75,3891.5,3888.5,3888.75,-2.25,-0.06%,2554,N/A
"09/19/2022 12:48",3892,3892.25,3890.5,3891,-1,-0.03%,4961,N/A
"09/19/2022 12:47",3890.75,3892.5,3890.75,3892,1.25,+0.03%,2594,N/A
"09/19/2022 12:46",3890,3891.25,3889.5,3890.75,0.75,+0.02%,2493,N/A
"09/19/2022 12:45",3887.5,3890.5,3886.75,3890,2.5,+0.06%,3911,N/A
"09/19/2022 12:44",3887,3887.75,3885.75,3887.5,0.75,+0.02%,1506,N/A
"09/19/2022 12:43",3888.75,3888.75,3885.5,3886.75,-1.75,-0.05%,3730,N/A
"09/19/2022 12:42",3887.75,3888.75,3886.75,3888.5,0.5,+0.01%,3021,N/A
"09/19/2022 12:41",3887,3888.25,3886.5,3888,1,+0.03%,2887,N/A
"09/19/2022 12:40",3885.75,3887.5,3885,3887,1.25,+0.03%,2473,N/A
"09/19/2022 12:39",3884.75,3886.25,3884.5,3885.75,1,+0.03%,2106,N/A
"09/19/2022 12:38",3883,3886.25,3882.75,3884.75,2,+0.05%,3035,N/A
"09/19/2022 12:37",3884,3884.5,3882,3882.75,-1.25,-0.03%,5656,N/A
"09/19/2022 12:36",3886.25,3886.25,3883.75,3884,-2.25,-0.06%,4385,N/A
"09/19/2022 12:35",3885.75,3887.5,3884.75,3886.25,0.75,+0.02%,2477,N/A
"09/19/2022 12:34",3887.25,3887.25,3885,3885.5,-1.75,-0.05%,2622,N/A
"09/19/2022 12:33",3890.25,3890.25,3885.5,3887.25,-3,-0.08%,4450,N/A
"09/19/2022 12:32",3890,3890.75,3889.5,3890.25,0,0.00%,1841,N/A
"09/19/2022 12:31",3892.25,3892.5,3889.75,3890.25,-2.25,-0.06%,1762,N/A
"09/19/2022 12:30",3892.75,3893,3891.25,3892.5,-0.25,-0.01%,1872,N/A
"09/19/2022 12:29",3891.75,3893,3891.25,3892.75,1.25,+0.03%,1705,N/A
"09/19/2022 12:28",3891.5,3892.5,3890.5,3891.5,0.25,+0.01%,1693,N/A
"09/19/2022 12:27",3891.5,3892.25,3890.25,3891.25,0,0.00%,1523,N/A
"09/19/2022 12:26",3890.75,3892.75,3890,3891.25,0.75,+0.02%,2061,N/A
"09/19/2022 12:25",3890.75,3892,3889.75,3890.5,-0.5,-0.01%,2022,N/A
"09/19/2022 12:24",3889.75,3891,3889,3891,1.25,+0.03%,2471,N/A
"09/19/2022 12:23",3888.5,3890,3888,3889.75,1.5,+0.04%,2494,N/A
"09/19/2022 12:22",3887,3889.5,3887,3888.25,1.25,+0.03%,1723,N/A
"09/19/2022 12:21",3888.25,3889,3885.5,3887,-1.25,-0.03%,2793,N/A
"09/19/2022 12:20",3887.75,3888.5,3887,3888.25,0.25,+0.01%,1832,N/A
"09/19/2022 12:19",3885.25,3888,3884.75,3888,2.75,+0.07%,1864,N/A
"09/19/2022 12:18",3886.25,3887,3884,3885.25,-1,-0.03%,2107,N/A
"09/19/2022 12:17",3884.75,3887,3883.75,3886.25,1.75,+0.05%,3175,N/A
"09/19/2022 12:16",3885.75,3886.25,3884,3884.5,-1.25,-0.03%,2296,N/A
"09/19/2022 12:15",3886.75,3886.75,3885,3885.75,-1,-0.03%,2477,N/A
"09/19/2022 12:14",3887.75,3888.5,3886.5,3886.75,-0.75,-0.02%,2136,N/A
"09/19/2022 12:13",3886.25,3887.75,3885.25,3887.5,1.25,+0.03%,2197,N/A
"09/19/2022 12:12",3888.75,3888.75,3886.25,3886.25,-2.5,-0.06%,2797,N/A
"09/19/2022 12:11",3889.5,3890,3887.75,3888.75,-0.75,-0.02%,2703,N/A
"09/19/2022 12:10",3891.75,3892.25,3889.5,3889.5,-2,-0.05%,2387,N/A
"09/19/2022 12:09",3890,3892.25,3889.25,3891.5,1.5,+0.04%,1767,N/A
"09/19/2022 12:08",3891.5,3892.25,3889.75,3890,-1.75,-0.04%,1742,N/A
"09/19/2022 12:07",3892.25,3892.5,3890.25,3891.75,-0.5,-0.01%,1719,N/A
"09/19/2022 12:06",3889.75,3893,3889.5,3892.25,2.75,+0.07%,3459,N/A
"09/19/2022 12:05",3891,3891,3888.75,3889.5,-1.5,-0.04%,3956,N/A
"09/19/2022 12:04",3892.5,3894,3890.5,3891,-1.25,-0.03%,2821,N/A
"09/19/2022 12:03",3893.5,3893.75,3891,3892.25,-1,-0.03%,3291,N/A
"09/19/2022 12:02",3893.5,3893.5,3891.75,3893.25,0,0.00%,2881,N/A
"09/19/2022 12:01",3893.5,3894.75,3892.5,3893.25,-0.5,-0.01%,2060,N/A
"09/19/2022 12:00",3893.5,3894.75,3892.5,3893.75,0.5,+0.01%,3097,N/A
"09/19/2022 11:59",3894.75,3895,3892.25,3893.25,-1.5,-0.04%,2520,N/A
"09/19/2022 11:58",3891.5,3895.5,3891.5,3894.75,3.5,+0.09%,3687,N/A
"09/19/2022 11:57",3892.5,3893.25,3891.25,3891.25,-1,-0.03%,1824,N/A
"09/19/2022 11:56",3894,3894.25,3892,3892.25,-1.75,-0.04%,2250,N/A
"09/19/2022 11:55",3893,3894,3892,3894,0.75,+0.02%,3011,N/A
"09/19/2022 11:54",3892.5,3893.25,3891.25,3893.25,0.5,+0.01%,1876,N/A
"09/19/2022 11:53",3892.25,3893,3891.25,3892.75,0.5,+0.01%,2571,N/A
"09/19/2022 11:52",3890.25,3892.5,3890,3892.25,2,+0.05%,2660,N/A
"09/19/2022 11:51",3890,3891.25,3889,3890.25,0.25,+0.01%,2540,N/A
"09/19/2022 11:50",3887.25,3890.5,3887,3890,3,+0.08%,2698,N/A
"09/19/2022 11:49",3888,3888,3886,3887,-1,-0.03%,1597,N/A
"09/19/2022 11:48",3888,3888.5,3887,3888,0,0.00%,1615,N/A
"09/19/2022 11:47",3889,3889.25,3887,3888,-1,-0.03%,2583,N/A
"09/19/2022 11:46",3889.75,3889.75,3888.5,3889,-0.75,-0.02%,1531,N/A
"09/19/2022 11:45",3889.5,3890,3887.75,3889.75,0.25,+0.01%,2112,N/A
"09/19/2022 11:44",3888.5,3889.75,3888.25,3889.5,1,+0.03%,1710,N/A
"09/19/2022 11:43",3888.25,3889.5,3887.75,3888.5,0.25,+0.01%,2743,N/A
"09/19/2022 11:42",3884.5,3888.75,3884.5,3888.25,3.75,+0.10%,2541,N/A
"09/19/2022 11:41",3885.75,3886.75,3884.25,3884.5,-1.25,-0.03%,2459,N/A
"09/19/2022 11:40",3888.25,3888.25,3885.25,3885.75,-2.25,-0.06%,4094,N/A
"09/19/2022 11:39",3888.25,3889.25,3887.75,3888,-0.25,-0.01%,2387,N/A
"09/19/2022 11:38",3888.25,3890,3887.75,3888.25,0,0.00%,2611,N/A
"09/19/2022 11:37",3887.5,3888.5,3884,3888.25,0.75,+0.02%,4168,N/A
"09/19/2022 11:36",3887,3890.25,3886.5,3887.5,0.75,+0.02%,6351,N/A
"09/19/2022 11:35",3882.25,3887.5,3882,3886.75,4.5,+0.12%,7413,N/A
"09/19/2022 11:34",3881.5,3882.5,3880.5,3882.25,1,+0.03%,1513,N/A
"09/19/2022 11:33",3879.75,3881.75,3878.75,3881.25,1.75,+0.05%,1835,N/A
"09/19/2022 11:32",3880.75,3882.25,3879.25,3879.5,-1.25,-0.03%,3105,N/A
"09/19/2022 11:31",3877.25,3881.25,3876.75,3880.75,3.5,+0.09%,5317,N/A
"09/19/2022 11:30",3877.5,3879.5,3876.5,3877.25,0,0.00%,2884,N/A
"09/19/2022 11:29",3877.25,3878.75,3876.25,3877.25,-0.25,-0.01%,2249,N/A
"09/19/2022 11:28",3875,3877.75,3874.25,3877.5,2.25,+0.06%,3181,N/A
"09/19/2022 11:27",3878,3878.25,3875.25,3875.25,-2.75,-0.07%,3106,N/A
"09/19/2022 11:26",3878.5,3879.25,3877.75,3878,-0.25,-0.01%,2300,N/A
"09/19/2022 11:25",3879.5,3881,3878.25,3878.25,-1.5,-0.04%,2537,N/A
"09/19/2022 11:24",3881,3881.75,3879.5,3879.75,-1.25,-0.03%,1853,N/A
"09/19/2022 11:23",3878.5,3881.5,3878.25,3881,2.25,+0.06%,1902,N/A
"09/19/2022 11:22",3880,3881.25,3878.25,3878.75,-1,-0.03%,3551,N/A
"09/19/2022 11:21",3877.5,3881.75,3877.25,3879.75,2.25,+0.06%,4922,N/A
"09/19/2022 11:20",3880.25,3880.75,3876.75,3877.5,-2.75,-0.07%,3546,N/A
"09/19/2022 11:19",3881.5,3883.75,3880,3880.25,-1,-0.03%,3719,N/A
"09/19/2022 11:18",3880.25,3882.5,3879.5,3881.25,1.25,+0.03%,2904,N/A
"09/19/2022 11:17",3879.5,3880.75,3877.5,3880,0.5,+0.01%,5356,N/A
"09/19/2022 11:16",3879,3880.5,3877,3879.5,0.5,+0.01%,4685,N/A
"09/19/2022 11:15",3879.5,3879.75,3877,3879,-0.5,-0.01%,3222,N/A
"09/19/2022 11:14",3882,3882.5,3878.75,3879.5,-2.5,-0.06%,3132,N/A
"09/19/2022 11:13",3881.5,3882.5,3880,3882,0.5,+0.01%,2578,N/A
"09/19/2022 11:12",3880.5,3881.75,3879,3881.5,1,+0.03%,1986,N/A
"09/19/2022 11:11",3881.5,3882,3880,3880.5,-0.75,-0.02%,2588,N/A
"09/19/2022 11:10",3879.75,3882,3879.25,3881.25,1.5,+0.04%,3124,N/A
"09/19/2022 11:09",3881,3882,3879,3879.75,-1,-0.03%,3839,N/A
"09/19/2022 11:08",3879.25,3881.25,3879,3880.75,1.25,+0.03%,4447,N/A
"09/19/2022 11:07",3871.25,3879.75,3870.5,3879.5,8.25,+0.21%,8310,N/A
"09/19/2022 11:06",3875.5,3875.75,3870.5,3871.25,-4.25,-0.11%,8797,N/A
"09/19/2022 11:05",3876.75,3878.75,3875,3875.5,-1.25,-0.03%,3078,N/A
"09/19/2022 11:04",3878.5,3878.5,3876.5,3876.75,-2,-0.05%,2139,N/A
"09/19/2022 11:03",3880.75,3881.25,3877.25,3878.75,-2.25,-0.06%,2996,N/A
"09/19/2022 11:02",3880.25,3882,3879.5,3881,0.75,+0.02%,2931,N/A
"09/19/2022 11:01",3880.5,3881.5,3879,3880.25,-0.5,-0.01%,2500,N/A
"09/19/2022 11:00",3877,3881.5,3876.5,3880.75,3.75,+0.10%,4948,N/A
"09/19/2022 10:59",3877.75,3879,3876.75,3877,-0.75,-0.02%,2344,N/A
